
> backend@1.0.0 dev
[2026-03-05T01:07:52.230Z] GET /api/catalogs/ped/action-lines
[2026-03-05T01:07:52.232Z] OPTIONS /api/catalogs/ods?periodo=2026
[2026-03-05T01:07:52.232Z] GET /api/tracking/narrativa/1976?periodo=2026
[2026-03-05T01:07:52.234Z] GET /api/catalogs/ped/strategies
[2026-03-05T01:07:52.235Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-05T01:07:52.236Z] GET /api/catalogs/ods?periodo=2026
[2026-03-05T01:07:52.237Z] GET /api/catalogs/ped/missions?periodo=2026
[2026-03-05T01:07:52.249Z] GET /api/tracking/narrativa/1976?periodo=2026
[2026-03-05T01:07:52.252Z] GET /api/catalogs/ods?periodo=2026
[2026-03-05T01:07:52.255Z] GET /api/catalogs/ped/strategies
[2026-03-05T01:07:52.256Z] GET /api/catalogs/ped/action-lines
[2026-03-05T01:07:52.258Z] GET /api/catalogs/ped/objectives
[2026-03-05T01:07:54.309Z] OPTIONS /api/activities?periodo=2026
[2026-03-05T01:07:54.310Z] OPTIONS /api/dashboard/stats?periodo=2026
[2026-03-05T01:07:54.311Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:07:54.313Z] GET /api/activities?periodo=2026
[2026-03-05T01:07:54.314Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:07:54.338Z] GET /api/activities?periodo=2026
[2026-03-05T01:08:06.508Z] OPTIONS /api/dashboard/stats?periodo=2026
[2026-03-05T01:08:06.510Z] OPTIONS /api/activities?periodo=2026
[2026-03-05T01:08:06.510Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:08:06.518Z] GET /api/activities?periodo=2026
[2026-03-05T01:08:06.525Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:08:06.530Z] GET /api/activities?periodo=2026
[2026-03-05T01:08:44.742Z] OPTIONS /api/entities?periodo=2026
[2026-03-05T01:08:44.743Z] GET /api/entities?periodo=2026
[2026-03-05T01:08:44.759Z] GET /api/entities?periodo=2026
[2026-03-05T01:09:43.002Z] OPTIONS /api/narratives/my-captures?periodo=2026
[2026-03-05T01:09:43.003Z] GET /api/narratives/my-captures?periodo=2026
[2026-03-05T01:09:43.039Z] GET /api/narratives/my-captures?periodo=2026
[2026-03-05T01:10:06.892Z] GET /api/export/word/narrative/1970?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6IjE1NiIsImVtYWlsIjoic2FsdWRkZW1vQHNlcGxhbi5nb2IubXgiLCJyb2xlcyI6WyJDYXB0dXJpc3RhIl0sImRlcGVuZGVuY3kiOiJTQUxVRCIsImRlcGVuZGVuY3lfaWQiOiIxNSIsImlhdCI6MTc3MjY3MTE3NSwiZXhwIjoxNzcyNjk5OTc1fQ.S4UhcorEXNvxGFh7y7WmQpyYLS5MLEKNTDTE-rgUvgA
[2026-03-05T01:10:32.034Z] OPTIONS /api/dashboard/stats?periodo=2026
[2026-03-05T01:10:32.035Z] OPTIONS /api/activities?periodo=2026
[2026-03-05T01:10:32.035Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:10:32.045Z] GET /api/activities?periodo=2026
[2026-03-05T01:10:32.047Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:10:32.066Z] GET /api/activities?periodo=2026
[2026-03-05T01:10:35.378Z] OPTIONS /api/tracking/observations/count?periodo=2026
[2026-03-05T01:10:35.382Z] OPTIONS /api/dashboard/stats?periodo=2026
[2026-03-05T01:10:35.382Z] GET /api/tracking/observations/count?periodo=2026
[2026-03-05T01:10:35.386Z] OPTIONS /api/activities?periodo=2026
[2026-03-05T01:10:35.387Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:10:35.393Z] OPTIONS /api/tracking/observations/count?periodo=2026
[2026-03-05T01:10:35.394Z] GET /api/activities?periodo=2026
[2026-03-05T01:10:35.394Z] OPTIONS /api/dashboard/stats?periodo=2026
[2026-03-05T01:10:35.394Z] GET /api/tracking/observations/count?periodo=2026
[2026-03-05T01:10:35.397Z] OPTIONS /api/activities?periodo=2026
[2026-03-05T01:10:35.397Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:10:35.400Z] GET /api/activities?periodo=2026
[2026-03-05T01:10:43.565Z] OPTIONS /api/dashboard/stats?periodo=2026
[2026-03-05T01:10:43.567Z] OPTIONS /api/activities?periodo=2026
[2026-03-05T01:10:43.567Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:10:43.570Z] GET /api/activities?periodo=2026
[2026-03-05T01:10:43.571Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:10:43.581Z] GET /api/activities?periodo=2026
[2026-03-05T01:13:11.910Z] OPTIONS /api/tracking/observations/count?periodo=2026
[2026-03-05T01:13:11.913Z] GET /api/tracking/observations/count?periodo=2026
[2026-03-05T01:13:11.927Z] OPTIONS /api/tracking/observations/count?periodo=2026
[2026-03-05T01:13:11.928Z] GET /api/tracking/observations/count?periodo=2026
[2026-03-05T01:13:14.194Z] OPTIONS /api/dashboard/stats?periodo=2026
[2026-03-05T01:13:14.195Z] OPTIONS /api/activities?periodo=2026
[2026-03-05T01:13:14.195Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:13:14.198Z] GET /api/activities?periodo=2026
[2026-03-05T01:13:14.200Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:13:14.207Z] GET /api/activities?periodo=2026
[2026-03-05T01:13:15.448Z] OPTIONS /api/tracking/observations/count?periodo=2026
[2026-03-05T01:13:15.449Z] OPTIONS /api/dashboard/stats?periodo=2026
[2026-03-05T01:13:15.449Z] GET /api/tracking/observations/count?periodo=2026
[2026-03-05T01:13:15.451Z] OPTIONS /api/activities?periodo=2026
[2026-03-05T01:13:15.451Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:13:15.453Z] GET /api/activities?periodo=2026
[2026-03-05T01:13:15.453Z] OPTIONS /api/tracking/observations/count?periodo=2026
[2026-03-05T01:13:15.454Z] OPTIONS /api/dashboard/stats?periodo=2026
[2026-03-05T01:13:15.454Z] OPTIONS /api/activities?periodo=2026
[2026-03-05T01:13:15.454Z] GET /api/tracking/observations/count?periodo=2026
[2026-03-05T01:13:15.457Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:13:15.459Z] GET /api/activities?periodo=2026
[2026-03-05T01:13:16.521Z] OPTIONS /api/narratives/my-captures?periodo=2026
[2026-03-05T01:13:16.521Z] GET /api/narratives/my-captures?periodo=2026
[2026-03-05T01:13:16.527Z] GET /api/narratives/my-captures?periodo=2026
[2026-03-05T01:13:18.978Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:13:18.980Z] GET /api/activities?periodo=2026
[2026-03-05T01:13:18.981Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:13:18.987Z] GET /api/activities?periodo=2026
[2026-03-05T01:16:44.459Z] OPTIONS /api/entities?periodo=2026
[2026-03-05T01:16:44.464Z] GET /api/entities?periodo=2026
[2026-03-05T01:16:44.521Z] GET /api/entities?periodo=2026
[2026-03-05T01:17:13.028Z] OPTIONS /api/entries/2?periodo=2026
[2026-03-05T01:17:13.031Z] GET /api/entries/2?periodo=2026
[2026-03-05T01:17:34.380Z] OPTIONS /api/entries
[2026-03-05T01:17:34.382Z] POST /api/entries
[2026-03-05T01:17:48.183Z] OPTIONS /api/entries
[2026-03-05T01:17:48.188Z] POST /api/entries
[2026-03-05T01:18:43.018Z] OPTIONS /api/tracking/observations/count?periodo=2026
[2026-03-05T01:18:43.025Z] OPTIONS /api/tracking/observations/count?periodo=2026
[2026-03-05T01:18:43.026Z] GET /api/tracking/observations/count?periodo=2026
[2026-03-05T01:18:43.032Z] GET /api/tracking/observations/count?periodo=2026
[2026-03-05T01:18:43.037Z] OPTIONS /api/entities?periodo=2026
[2026-03-05T01:18:43.037Z] OPTIONS /api/entities?periodo=2026
[2026-03-05T01:18:43.038Z] GET /api/entities?periodo=2026
[2026-03-05T01:18:43.042Z] GET /api/entities?periodo=2026
[2026-03-05T01:18:46.677Z] OPTIONS /api/narratives/my-captures?periodo=2026
[2026-03-05T01:18:46.678Z] GET /api/narratives/my-captures?periodo=2026
[2026-03-05T01:18:46.685Z] GET /api/narratives/my-captures?periodo=2026
[2026-03-05T01:18:50.239Z] OPTIONS /api/entities?periodo=2026
[2026-03-05T01:18:50.240Z] GET /api/entities?periodo=2026
[2026-03-05T01:18:50.245Z] GET /api/entities?periodo=2026
[2026-03-05T01:18:51.946Z] OPTIONS /api/entries/3?periodo=2026
[2026-03-05T01:18:51.947Z] GET /api/entries/3?periodo=2026
[2026-03-05T01:18:56.400Z] OPTIONS /api/entries/1?periodo=2026
[2026-03-05T01:18:56.402Z] GET /api/entries/1?periodo=2026
[2026-03-05T01:19:12.644Z] OPTIONS /api/entries/1?periodo=2026
[2026-03-05T01:19:12.646Z] GET /api/entries/1?periodo=2026
[2026-03-05T01:19:14.867Z] GET /api/entries/1?periodo=2026
[2026-03-05T01:19:15.704Z] GET /api/entries/1?periodo=2026
[2026-03-05T01:19:16.890Z] GET /api/entries/1?periodo=2026
[2026-03-05T01:19:17.402Z] GET /api/entries/1?periodo=2026
[2026-03-05T01:19:22.053Z] OPTIONS /api/entries/2?periodo=2026
[2026-03-05T01:19:22.053Z] GET /api/entries/2?periodo=2026
[2026-03-05T01:19:36.360Z] OPTIONS /api/entries
[2026-03-05T01:19:36.365Z] POST /api/entries
[2026-03-05T01:19:42.110Z] OPTIONS /api/narratives/my-captures?periodo=2026
[2026-03-05T01:19:42.111Z] GET /api/narratives/my-captures?periodo=2026
[2026-03-05T01:19:42.125Z] GET /api/narratives/my-captures?periodo=2026
[2026-03-05T01:19:50.043Z] OPTIONS /api/entities?periodo=2026
[2026-03-05T01:19:50.044Z] GET /api/entities?periodo=2026
[2026-03-05T01:19:50.056Z] GET /api/entities?periodo=2026
[2026-03-05T01:20:53.712Z] POST /api/auth/login
[2026-03-05T01:20:53.831Z] GET /api/entities?periodo=2026
[2026-03-05T01:21:38.046Z] OPTIONS /api/tracking/observations/count?periodo=2026
[2026-03-05T01:21:38.050Z] GET /api/tracking/observations/count?periodo=2026
[2026-03-05T01:21:38.055Z] OPTIONS /api/entities?periodo=2026
[2026-03-05T01:21:38.056Z] OPTIONS /api/tracking/observations/count?periodo=2026
[2026-03-05T01:21:38.056Z] GET /api/entities?periodo=2026
[2026-03-05T01:21:38.059Z] OPTIONS /api/entities?periodo=2026
[2026-03-05T01:21:38.059Z] GET /api/tracking/observations/count?periodo=2026
[2026-03-05T01:21:38.064Z] GET /api/entities?periodo=2026
[2026-03-05T01:21:40.345Z] OPTIONS /api/entries/2?periodo=2026
[2026-03-05T01:21:40.346Z] GET /api/entries/2?periodo=2026
[2026-03-05T01:22:09.532Z] OPTIONS /api/entries/1?periodo=2026
[2026-03-05T01:22:09.534Z] GET /api/entries/1?periodo=2026
[2026-03-05T01:22:14.716Z] OPTIONS /api/entries/2?periodo=2026
[2026-03-05T01:22:14.717Z] GET /api/entries/2?periodo=2026
[2026-03-05T01:22:40.099Z] OPTIONS /api/entries/2?periodo=2026
[2026-03-05T01:22:40.101Z] GET /api/entries/2?periodo=2026
[2026-03-05T01:22:41.639Z] OPTIONS /api/activities?periodo=2026
[2026-03-05T01:22:41.639Z] GET /api/activities?periodo=2026
[2026-03-05T01:22:41.734Z] GET /api/activities?periodo=2026
[2026-03-05T01:22:42.472Z] OPTIONS /api/entities?periodo=2026
[2026-03-05T01:22:42.473Z] GET /api/entities?periodo=2026
[2026-03-05T01:22:42.477Z] GET /api/entities?periodo=2026
[2026-03-05T01:22:46.620Z] OPTIONS /api/entries/2?periodo=2026
[2026-03-05T01:22:46.622Z] GET /api/entries/2?periodo=2026
[2026-03-05T01:22:52.830Z] OPTIONS /api/entries
[2026-03-05T01:22:52.831Z] POST /api/entries
[2026-03-05T01:22:58.536Z] OPTIONS /api/entries
[2026-03-05T01:22:58.538Z] POST /api/entries
[2026-03-05T01:23:00.500Z] OPTIONS /api/entries/3?periodo=2026
[2026-03-05T01:23:00.501Z] GET /api/entries/3?periodo=2026
[2026-03-05T01:23:01.791Z] OPTIONS /api/entries/2?periodo=2026
[2026-03-05T01:23:01.791Z] GET /api/entries/2?periodo=2026
[2026-03-05T01:24:25.344Z] OPTIONS /api/activities?periodo=2026
[2026-03-05T01:24:25.344Z] OPTIONS /api/dashboard/stats?periodo=2026
[2026-03-05T01:24:25.345Z] GET /api/activities?periodo=2026
[2026-03-05T01:24:25.346Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:24:25.353Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:24:25.355Z] GET /api/activities?periodo=2026
[2026-03-05T01:24:29.496Z] OPTIONS /api/catalogs/financing-sources?periodo=2026
[2026-03-05T01:24:29.497Z] OPTIONS /api/catalogs/ped/action-lines
[2026-03-05T01:24:29.497Z] OPTIONS /api/catalogs/narrative-titles?periodo=2026
[2026-03-05T01:24:29.497Z] GET /api/catalogs/financing-sources?periodo=2026
[2026-03-05T01:24:29.499Z] OPTIONS /api/catalogs/ods?periodo=2026
[2026-03-05T01:24:29.499Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-05T01:24:29.500Z] GET /api/catalogs/ped/action-lines
[2026-03-05T01:24:29.501Z] OPTIONS /api/catalogs/ped/missions?periodo=2026
[2026-03-05T01:24:29.501Z] GET /api/catalogs/financing-sources?periodo=2026
[2026-03-05T01:24:29.501Z] OPTIONS /api/catalogs/ped/objectives
[2026-03-05T01:24:29.502Z] GET /api/catalogs/ped/missions?periodo=2026
[2026-03-05T01:24:29.504Z] GET /api/catalogs/ods?periodo=2026
[2026-03-05T01:24:29.504Z] OPTIONS /api/catalogs/ped/strategies
[2026-03-05T01:24:29.504Z] GET /api/catalogs/ped/objectives
[2026-03-05T01:24:29.505Z] GET /api/catalogs/ped/strategies
[2026-03-05T01:24:29.515Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-05T01:24:29.523Z] GET /api/catalogs/ods?periodo=2026
[2026-03-05T01:24:29.525Z] GET /api/catalogs/ped/strategies
[2026-03-05T01:24:29.528Z] GET /api/catalogs/ped/missions?periodo=2026
[2026-03-05T01:24:29.529Z] GET /api/catalogs/ped/objectives
[2026-03-05T01:24:29.533Z] GET /api/catalogs/ped/action-lines
[2026-03-05T01:24:29.535Z] OPTIONS /api/catalogs/default-classification
[2026-03-05T01:24:29.536Z] GET /api/catalogs/default-classification
[default-classification] JWT user.id=156 type=string
[default-classification] depRaw=[{"name":"Secretaría de Salud"}]
Default classification for "Secretaría de Salud": titulo="SISTEMA DE SALUD PARA EL BIENESTAR"(14), tema="PROMOCIÓN, PREVENCIÓN Y ATENCIÓN TEMPRANA"(26), subtema="Cuidado de la salud mental y prevención de las adicciones"(14) | allowed: 1 titulos
[2026-03-05T01:24:29.587Z] GET /api/catalogs/default-classification
[default-classification] JWT user.id=156 type=string
[default-classification] depRaw=[{"name":"Secretaría de Salud"}]
[2026-03-05T01:24:29.590Z] OPTIONS /api/catalogs/narrative-themes?periodo=2026&title_id=14
[2026-03-05T01:24:29.591Z] GET /api/catalogs/narrative-themes?periodo=2026&title_id=14
Default classification for "Secretaría de Salud": titulo="SISTEMA DE SALUD PARA EL BIENESTAR"(14), tema="PROMOCIÓN, PREVENCIÓN Y ATENCIÓN TEMPRANA"(26), subtema="Cuidado de la salud mental y prevención de las adicciones"(14) | allowed: 1 titulos
[2026-03-05T01:24:29.596Z] OPTIONS /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-05T01:24:29.596Z] GET /api/catalogs/narrative-themes?periodo=2026&title_id=14
[2026-03-05T01:24:29.597Z] GET /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-05T01:24:29.600Z] GET /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-05T01:24:31.900Z] OPTIONS /api/dashboard/stats?periodo=2026
[2026-03-05T01:24:31.901Z] OPTIONS /api/activities?periodo=2026
[2026-03-05T01:24:31.901Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:24:31.903Z] GET /api/activities?periodo=2026
[2026-03-05T01:24:31.903Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:24:31.907Z] GET /api/activities?periodo=2026
[2026-03-05T01:26:00.307Z] OPTIONS /api/catalogs/financing-sources?periodo=2026
[2026-03-05T01:26:00.308Z] OPTIONS /api/catalogs/ods?periodo=2026
[2026-03-05T01:26:00.308Z] OPTIONS /api/catalogs/narrative-titles?periodo=2026
[2026-03-05T01:26:00.308Z] OPTIONS /api/catalogs/ped/missions?periodo=2026
[2026-03-05T01:26:00.308Z] OPTIONS /api/catalogs/ped/action-lines
[2026-03-05T01:26:00.309Z] OPTIONS /api/catalogs/ped/objectives
[2026-03-05T01:26:00.310Z] GET /api/catalogs/ped/missions?periodo=2026
[2026-03-05T01:26:00.312Z] GET /api/catalogs/ped/action-lines
[2026-03-05T01:26:00.313Z] GET /api/catalogs/ods?periodo=2026
[2026-03-05T01:26:00.313Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-05T01:26:00.314Z] OPTIONS /api/catalogs/ped/strategies
[2026-03-05T01:26:00.314Z] GET /api/catalogs/financing-sources?periodo=2026
[2026-03-05T01:26:00.314Z] GET /api/catalogs/ped/objectives
[2026-03-05T01:26:00.315Z] GET /api/catalogs/ped/strategies
[2026-03-05T01:26:00.322Z] GET /api/catalogs/financing-sources?periodo=2026
[2026-03-05T01:26:00.323Z] GET /api/catalogs/ods?periodo=2026
[2026-03-05T01:26:00.325Z] GET /api/catalogs/ped/strategies
[2026-03-05T01:26:00.326Z] GET /api/catalogs/ped/missions?periodo=2026
[2026-03-05T01:26:00.326Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-05T01:26:00.326Z] GET /api/catalogs/ped/objectives
[2026-03-05T01:26:00.336Z] GET /api/catalogs/ped/action-lines
[2026-03-05T01:26:00.337Z] OPTIONS /api/catalogs/default-classification
[2026-03-05T01:26:00.338Z] GET /api/catalogs/default-classification
[default-classification] JWT user.id=156 type=string
[default-classification] depRaw=[{"name":"Secretaría de Salud"}]
Default classification for "Secretaría de Salud": titulo="SISTEMA DE SALUD PARA EL BIENESTAR"(14), tema="PROMOCIÓN, PREVENCIÓN Y ATENCIÓN TEMPRANA"(26), subtema="Cuidado de la salud mental y prevención de las adicciones"(14) | allowed: 1 titulos
[2026-03-05T01:26:00.350Z] GET /api/catalogs/default-classification
[default-classification] JWT user.id=156 type=string
[2026-03-05T01:26:00.352Z] OPTIONS /api/catalogs/narrative-themes?periodo=2026&title_id=14
[2026-03-05T01:26:00.352Z] GET /api/catalogs/narrative-themes?periodo=2026&title_id=14
[default-classification] depRaw=[{"name":"Secretaría de Salud"}]
Default classification for "Secretaría de Salud": titulo="SISTEMA DE SALUD PARA EL BIENESTAR"(14), tema="PROMOCIÓN, PREVENCIÓN Y ATENCIÓN TEMPRANA"(26), subtema="Cuidado de la salud mental y prevención de las adicciones"(14) | allowed: 1 titulos
[2026-03-05T01:26:00.357Z] OPTIONS /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-05T01:26:00.357Z] GET /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-05T01:26:00.358Z] GET /api/catalogs/narrative-themes?periodo=2026&title_id=14
[2026-03-05T01:26:00.377Z] GET /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-05T01:26:29.655Z] OPTIONS /api/catalogs/narrative-subthemes?periodo=2026&theme_id=51
[2026-03-05T01:26:29.660Z] GET /api/catalogs/narrative-subthemes?periodo=2026&theme_id=51
[2026-03-05T01:26:33.389Z] OPTIONS /api/catalogs/ppas-by-classification?titulo=SISTEMA+DE+SALUD+PARA+EL+BIENESTAR&tema=INVERSI%C3%93N+EN+SALUD&subtema=Donaci%C3%B3n+de+la+Administraci%C3%B3n+del+Patronato+de+la+Beneficencia+P%C3%BAblica&title_id=14&theme_id=51
[2026-03-05T01:26:33.391Z] GET /api/catalogs/ppas-by-classification?titulo=SISTEMA+DE+SALUD+PARA+EL+BIENESTAR&tema=INVERSI%C3%93N+EN+SALUD&subtema=Donaci%C3%B3n+de+la+Administraci%C3%B3n+del+Patronato+de+la+Beneficencia+P%C3%BAblica&title_id=14&theme_id=51
PPAs by classification -> 0 available (3 already used)
[2026-03-05T01:26:40.564Z] OPTIONS /api/catalogs/narrative-subthemes?periodo=2026&theme_id=52
[2026-03-05T01:26:40.566Z] GET /api/catalogs/narrative-subthemes?periodo=2026&theme_id=52
[2026-03-05T01:26:43.010Z] OPTIONS /api/catalogs/ppas-by-classification?titulo=SISTEMA+DE+SALUD+PARA+EL+BIENESTAR&tema=PROMOCI%C3%93N%2C+PREVENCI%C3%93N+Y+ATENCI%C3%93N+TEMPRANA&subtema=Planificaci%C3%B3n+familiar&title_id=14&theme_id=52
[2026-03-05T01:26:43.011Z] GET /api/catalogs/ppas-by-classification?titulo=SISTEMA+DE+SALUD+PARA+EL+BIENESTAR&tema=PROMOCI%C3%93N%2C+PREVENCI%C3%93N+Y+ATENCI%C3%93N+TEMPRANA&subtema=Planificaci%C3%B3n+familiar&title_id=14&theme_id=52
PPAs by classification -> 1 available (0 already used)
[2026-03-05T01:27:01.190Z] OPTIONS /api/catalogs/narrative-themes?periodo=2026&title_id=14
[2026-03-05T01:27:01.192Z] GET /api/catalogs/narrative-themes?periodo=2026&title_id=14
[2026-03-05T01:27:42.926Z] OPTIONS /api/narratives
[2026-03-05T01:27:42.929Z] POST /api/narratives
[2026-03-05T01:27:45.830Z] GET /api/export/word/narrative/1978?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6IjE1NiIsImVtYWlsIjoic2FsdWRkZW1vQHNlcGxhbi5nb2IubXgiLCJyb2xlcyI6WyJDYXB0dXJpc3RhIl0sImRlcGVuZGVuY3kiOiJTQUxVRCIsImRlcGVuZGVuY3lfaWQiOiIxNSIsImlhdCI6MTc3MjY3MTE3NSwiZXhwIjoxNzcyNjk5OTc1fQ.S4UhcorEXNvxGFh7y7WmQpyYLS5MLEKNTDTE-rgUvgA
[2026-03-05T01:28:15.377Z] OPTIONS /api/narratives
[2026-03-05T01:28:15.378Z] POST /api/narratives
[2026-03-05T01:28:17.355Z] OPTIONS /api/tracking/observations/count?periodo=2026
[2026-03-05T01:28:17.356Z] OPTIONS /api/tracking/observations/count?periodo=2026
[2026-03-05T01:28:17.361Z] GET /api/tracking/observations/count?periodo=2026
[2026-03-05T01:28:17.374Z] GET /api/tracking/observations/count?periodo=2026
[2026-03-05T01:28:17.386Z] OPTIONS /api/catalogs/narrative-titles?periodo=2026
[2026-03-05T01:28:17.399Z] OPTIONS /api/catalogs/financing-sources?periodo=2026
[2026-03-05T01:28:17.410Z] OPTIONS /api/catalogs/ods?periodo=2026
[2026-03-05T01:28:17.422Z] OPTIONS /api/catalogs/ped/missions?periodo=2026
[2026-03-05T01:28:17.437Z] OPTIONS /api/catalogs/ped/objectives
[2026-03-05T01:28:17.452Z] OPTIONS /api/catalogs/ped/strategies
[2026-03-05T01:28:17.462Z] OPTIONS /api/catalogs/ped/action-lines
[2026-03-05T01:28:17.474Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-05T01:28:17.485Z] GET /api/catalogs/financing-sources?periodo=2026
[2026-03-05T01:28:17.499Z] GET /api/catalogs/ods?periodo=2026
[2026-03-05T01:28:17.511Z] GET /api/catalogs/ped/missions?periodo=2026
[2026-03-05T01:28:17.523Z] GET /api/catalogs/ped/objectives
[2026-03-05T01:28:17.538Z] GET /api/catalogs/ped/strategies
[2026-03-05T01:28:17.548Z] GET /api/catalogs/ped/action-lines
[2026-03-05T01:28:17.560Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-05T01:28:17.573Z] GET /api/catalogs/financing-sources?periodo=2026
[2026-03-05T01:28:17.588Z] GET /api/catalogs/ods?periodo=2026
[2026-03-05T01:28:17.598Z] GET /api/catalogs/ped/missions?periodo=2026
[2026-03-05T01:28:17.613Z] GET /api/catalogs/ped/objectives
[2026-03-05T01:28:17.625Z] GET /api/catalogs/ped/strategies
[2026-03-05T01:28:17.635Z] GET /api/catalogs/ped/action-lines
[2026-03-05T01:28:17.649Z] OPTIONS /api/catalogs/default-classification
